"","cy","Dates","Year","GDP","NationalPrice","Month","ExchangeRate","Country","RealInterest","CPI","MaizePrice","Electionlag","Election","MaizeYield","ForexRev","WorldPrice","GasPrice","Wedge","UreaMaizeRatio","LagMaize","CorruptionEstimate"
"474","Nigeria 2011",2011-09-01,"2011",410334.556936,99466.6666666667,9,159.350006,"Nigeria",5.68557985915585,0.296949087599981,317.539994319172,"0","1",16271,32639.9874357376,508.75,109.98,5.44202482927626,1.96574440052701,360.431631633155,-1.18936145305634
"475","Nigeria 2011",2011-10-01,"2011",410334.556936,94923.3333333333,10,157.929993,"Nigeria",5.68557985915585,0.298385938023852,337.871223738989,"0","1",16271,32639.9874357376,493.5,108.78,5.37109586252302,1.77892303848076,375.355809981656,-1.18936145305634
"476","Nigeria 2011",2011-11-01,"2011",410334.556936,95931.1111111111,11,161,"Nigeria",5.68557985915585,0.298505675559174,314.285714285714,"0","1",16271,32639.9874357376,481.25,104.56,5.43457397392813,1.89587176108915,177.96379880742,-1.18936145305634
"477","Nigeria 2011",2011-12-01,"2011",410334.556936,103995,12,159.220001,"Nigeria",5.68557985915585,0.30166674649169,375.580954807305,"0","1",16271,32639.9874357376,423.13,104.4,6.13133062746739,1.73904682274247,253.246844119928,-1.18936145305634
"478","Nigeria 2012",2012-01-01,"2012",459375.974637,91017.5,1,161.5,"Nigeria",6.22480861375458,0.311772594472915,313.312693498452,"1","0",15118,43830.6381316587,368,98.29,5.96910200730232,1.79876482213439,257.500911517394,-1.17593324184418
"479","Nigeria 2012",2012-02-01,"2012",459375.974637,78040,2,157.449997,"Nigeria",6.22480861375458,0.312634704727238,368.116869510007,"1","0",15118,43830.6381316587,375,94.32,5.48605335580832,1.34644582470669,313.312693498452,-1.17593324184418
"480","Nigeria 2012",2012-03-01,"2012",459375.974637,108840,3,155.360001,"Nigeria",6.22480861375458,0.317615786196657,367.147268491586,"1","0",15118,43830.6381316587,393.13,94.28,6.42141813324686,1.90813464235624,234.898016554989,-1.17593324184418
"481","Nigeria 2012",2012-04-01,"2012",459375.974637,108780,4,157.080002,"Nigeria",6.22480861375458,0.318022893816754,398.268393197499,"1","0",15118,43830.6381316587,494.38,89.35,5.98209388898385,1.73881074168798,424.356172693144,-1.17593324184418
"482","Nigeria 2012",2012-05-01,"2012",459375.974637,109200,5,157.800003,"Nigeria",6.22480861375458,0.320417644523205,395.530644204774,"1","0",15118,43830.6381316587,513.13,96.53,5.87989922976884,1.74958680473572,397.829495303267,-1.17593324184418
"483","Nigeria 2012",2012-06-01,"2012",459375.974637,113140,6,159.720001,"Nigeria",6.22480861375458,0.32410556061114,389.866474419885,"1","0",15118,43830.6381316587,456.88,96.09,6.22053302244003,1.81694164581784,144.769653276191,-1.17593324184418
"484","Nigeria 2012",2012-07-01,"2012",459375.974637,109260,7,158.300003,"Nigeria",6.22480861375458,0.324871880837205,392.446047687793,"1","0",15118,43830.6381316587,307.5,100.95,6.6404223644443,1.75873462333525,162.029869609179,-1.17593324184418
"485","Nigeria 2012",2012-08-01,"2012",459375.974637,136690,8,155.929993,"Nigeria",6.22480861375458,0.327051103980076,397.47931860948,"1","0",15118,43830.6381316587,382.5,99.63,6.8959090795171,2.20542629076087,372.172693265479,-1.17593324184418
"486","Nigeria 2012",2012-09-01,"2012",459375.974637,112590,9,155.669998,"Nigeria",6.22480861375458,0.330355859954979,397.21002765431,"1","0",15118,43830.6381316587,384.38,98.58,6.51879764243964,1.8208522011508,148.134478868843,-1.17593324184418
"487","Nigeria 2012",2012-10-01,"2012",459375.974637,112190,10,154.460007,"Nigeria",6.22480861375458,0.333277455816849,399.381187731214,"1","0",15118,43830.6381316587,349,105.7,6.62628731311771,1.81865572315883,346.729331603231,-1.17593324184418
"488","Nigeria 2012",2012-11-01,"2012",459375.974637,106950,11,155.080002,"Nigeria",6.22480861375458,0.335289046410269,396.847801786441,"1","0",15118,43830.6381316587,383.5,109.37,6.4172055770081,1.73780487804878,376.557274109083,-1.17593324184418
"489","Nigeria 2012",2012-12-01,"2012",459375.974637,108210,12,153.589996,"Nigeria",6.22480861375458,0.337803534652043,399.751913118365,"1","0",15118,43830.6381316587,375.83,107.04,6.48831953876079,1.76243828007132,321.649754287758,-1.17593324184418
"490","Nigeria 2013",2013-01-01,"2013",514966.205496,117240,1,154.770004,"Nigeria",11.2016222248975,0.33991091527372,395.765523007594,"0","0",14616,42847.5321375805,380,107.61,6.62674897584517,1.91404021309503,319.680600642692,-1.22686922550201
"491","Nigeria 2013",2013-02-01,"2013",514966.205496,101493.333333333,2,155.630005,"Nigeria",11.2016222248975,0.342449351022559,392.64516133025,"0","0",14616,42847.5321375805,415.63,107.54,6.15916338165682,1.66090172029675,415.311510031679,-1.22686922550201
"492","Nigeria 2013",2013-03-01,"2013",514966.205496,99406.6666666667,3,156,"Nigeria",11.2016222248975,0.344891996743139,390.782726045884,"0","0",14616,42847.5321375805,395.63,113.68,6.18040273654286,1.63063047507223,422.021910657712,-1.22686922550201
"493","Nigeria 2013",2013-04-01,"2013",514966.205496,97043.3333333333,4,156.380005,"Nigeria",11.2016222248975,0.3468077973083,388.904208727089,"0","0",14616,42847.5321375805,365.63,122.81,6.23414397395311,1.59566544355211,384.865333333333,-1.22686922550201
"494","Nigeria 2013",2013-05-01,"2013",514966.205496,94680,5,155.399994,"Nigeria",11.2016222248975,0.349130705493558,390.422016022526,"0","0",14616,42847.5321375805,358.13,118.48,6.21914749280833,1.56053298171345,191.113053059519,-1.22686922550201
"495","Nigeria 2013",2013-06-01,"2013",514966.205496,104950,6,160.229996,"Nigeria",11.2016222248975,0.351190191101106,377.746472573548,"0","0",14616,42847.5321375805,329.38,114.37,6.47886818762142,1.73395652173913,213.163982692049,-1.22686922550201
"496","Nigeria 2013",2013-07-01,"2013",514966.205496,100500,7,160.550003,"Nigeria",11.2016222248975,0.353082044159203,376.088766759967,"0","0",14616,42847.5321375805,312.5,110.09,6.44086361178403,1.66442941320038,288.461902716361,-1.22686922550201
"497","Nigeria 2013",2013-08-01,"2013",514966.205496,102920,8,161.309998,"Nigeria",11.2016222248975,0.35396810192059,373.416342573411,"0","0",14616,42847.5321375805,310.63,107.5,6.48432047562422,1.70861876135887,296.818989716544,-1.22686922550201
"498","Nigeria 2013",2013-09-01,"2013",514966.205496,98480,9,157.520004,"Nigeria",11.2016222248975,0.356626275204751,381.478699783359,"0","0",14616,42847.5321375805,301,107.52,6.4744806682109,1.63886066636303,309.86125107407,-1.22686922550201
"499","Nigeria 2013",2013-10-01,"2013",514966.205496,103150,10,156.860001,"Nigeria",11.2016222248975,0.359308395995977,382.157737955738,"0","0",14616,42847.5321375805,296.88,109.03,6.58123104737522,1.72073646133315,312.000818674617,-1.22686922550201
"500","Nigeria 2013",2013-11-01,"2013",514966.205496,93200,11,156.419998,"Nigeria",11.2016222248975,0.36187077925188,382.304058078303,"0","0",14616,42847.5321375805,305,108.65,6.36589503235476,1.55852842809365,382.157737955738,-1.22686922550201
"501","Nigeria 2013",2013-12-01,"2013",514966.205496,109280,12,161.050003,"Nigeria",11.2016222248975,0.364696585085493,371.313249835829,"0","0",14616,42847.5321375805,305,117.45,6.61619286560528,1.82742474916388,332.600422832981,-1.22686922550201
"502","Nigeria 2014",2014-01-01,"2014",568498.788218,97760,1,162.199997,"Nigeria",11.3562130249598,0.367019493270751,385.696677910543,"0","0",17002,34241.7378744871,330,123.48,6.30156944433705,1.56265984654731,226.826529503387,-1.28350389003754
"503","Nigeria 2014",2014-02-01,"2014",568498.788218,97260,2,165,"Nigeria",11.3562130249598,0.368863451314718,340.121212121212,"0","0",17002,34241.7378744871,353.13,137.61,6.15835770978075,1.73307198859587,325.294243314062,-1.28350389003754
"504","Nigeria 2014",2014-03-01,"2014",568498.788218,97080,3,162.639999,"Nigeria",11.3562130249598,0.37173715216246,339.399903710034,"0","0",17002,34241.7378744871,327.5,122.17,6.28935210220584,1.75869565217391,223.459372485921,-1.28350389003754
"505","Nigeria 2014",2014-04-01,"2014",568498.788218,98660,4,160.600006,"Nigeria",11.3562130249598,0.374036112840653,341.801755598938,"0","0",17002,34241.7378744871,260,118.66,6.56335322202083,1.79730285795565,288.059900435594,-1.28350389003754
"506","Nigeria 2014",2014-05-01,"2014",568498.788218,99960,5,162.600006,"Nigeria",11.3562130249598,0.376957708702524,338.226162181076,"0","0",17002,34241.7378744871,265,114.95,6.55039678630785,1.81760074664915,178.223924624664,-1.28350389003754
"507","Nigeria 2014",2014-06-01,"2014",568498.788218,100140,6,163.009995,"Nigeria",11.3562130249598,0.37985535705733,338.002513281471,"0","0",17002,34241.7378744871,288.75,112.86,6.47872137623042,1.8174958312301,298.402419008476,-1.28350389003754
"508","Nigeria 2014",2014-07-01,"2014",568498.788218,96520,7,161.699997,"Nigeria",11.3562130249598,0.382321950284975,341.372919134934,"0","0",17002,34241.7378744871,305,103.07,6.36958833655252,1.74855072463768,158.091414957328,-1.28350389003754
"509","Nigeria 2014",2014-08-01,"2014",568498.788218,93420,8,160.789993,"Nigeria",11.3562130249598,0.384165908328943,343.304946844546,"0","0",17002,34241.7378744871,311.25,101.28,6.29066960005139,1.69239130434783,296.526737992585,-1.28350389003754
"510","Nigeria 2014",2014-09-01,"2014",568498.788218,95920,9,161.789993,"Nigeria",11.3562130249598,0.386297236457685,341.183029781082,"0","0",17002,34241.7378744871,317.5,101.76,6.31125640304626,1.73768115942029,294.352864004938,-1.28350389003754
"511","Nigeria 2014",2014-10-01,"2014",568498.788218,83485,10,163.419998,"Nigeria",11.3562130249598,0.388260932036975,337.779957627952,"0","0",17002,34241.7378744871,317.5,103.02,5.95771582586069,1.51240942028986,129.295067751705,-1.28350389003754
"512","Nigeria 2014",2014-11-01,"2014",568498.788218,86825,11,174.800003,"Nigeria",11.3562130249598,0.390559892715168,275.999995263158,"0","0",17002,34241.7378744871,317.5,102.66,5.88171615650038,1.79967581998474,329.707639107199,-1.28350389003754
"513","Nigeria 2014",2014-12-01,"2014",568498.788218,92450,12,182.25,"Nigeria",11.3562130249598,0.393792806168878,242.809327846365,"0","0",17002,34241.7378744871,308.13,99,5.98716275055967,2.08917111091024,183.887805798377,-1.28350389003754
"514","Nigeria 2015",2015-01-01,"2015",494582.603949,94665,1,189.75,"Nigeria",13.5961532451283,0.396977824608458,232.727272727273,"0","1",17188,28283.23014431,305,91.06,5.96046173825404,2.14368206521739,187.425529610201,-1.09567785263062
"515","Nigeria 2015",2015-02-01,"2015",494582.603949,95694.9702380952,2,201,"Nigeria",13.5961532451283,0.399683892906748,221.532338308458,"0","1",17188,28283.23014431,305,83.52,5.83537105060366,2.14909652888284,194.691730931607,-1.09567785263062
"516","Nigeria 2015",2015-03-01,"2015",494582.603949,96724.9404761905,3,199,"Nigeria",13.5961532451283,0.403323913980555,217.101507537688,"0","1",17188,28283.23014431,295.5,82.16,5.94309481292732,2.23883741195537,319.786096256684,-1.09567785263062
"517","Nigeria 2015",2015-04-01,"2015",494582.603949,97754.9107142857,4,198.850006,"Nigeria",13.5961532451283,0.406413142391877,214.674371194135,"0","1",17188,28283.23014431,260,70.94,6.13816896690054,2.28998572700257,228.273817475864,-1.09567785263062
"518","Nigeria 2015",2015-05-01,"2015",494582.603949,98784.8809523809,5,199,"Nigeria",13.5961532451283,0.410891326212941,225.608040201005,"0","1",17188,28283.23014431,265,72.57,6.13732748092771,2.20030472541832,271.13975760481,-1.09567785263062
"519","Nigeria 2015",2015-06-01,"2015",494582.603949,99814.8511904762,6,198.899994,"Nigeria",13.5961532451283,0.414698979836199,235.897443013498,"0","1",17188,28283.23014431,288.75,71.55,6.05484083010119,2.1273412444688,345.785876993166,-1.09567785263062
"520","Nigeria 2015",2015-07-01,"2015",494582.603949,100844.821428571,7,198.800003,"Nigeria",13.5961532451283,0.417572680683941,224.446676693461,"0","1",17188,28283.23014431,283.75,72.62,6.10264281586544,2.26008116155472,142.091893812764,-1.09567785263062
"521","Nigeria 2015",2015-08-01,"2015",494582.603949,101874.791666667,8,196.399994,"Nigeria",13.5961532451283,0.420039273911586,232.3421659575,"0","1",17188,28283.23014431,274.63,70.37,6.19065056263398,2.23252962102618,178.083376752948,-1.09567785263062
"522","Nigeria 2015",2015-09-01,"2015",494582.603949,102904.761904762,9,198.949997,"Nigeria",13.5961532451283,0.422577709660424,258.959541477148,"0","1",17188,28283.23014431,279.38,68.96,6.16483102144328,1.99737503697131,253.879107807634,-1.09567785263062
"523","Nigeria 2015",2015-10-01,"2015",494582.603949,101681.818181818,10,198.899994,"Nigeria",13.5961532451283,0.424349825183198,249.311219184853,"0","1",17188,28283.23014431,250.63,63.61,6.2561023025997,2.05053275352541,218.577777777778,-1.09567785263062
"524","Nigeria 2015",2015-11-01,"2015",494582.603949,98136.3636363636,11,195.429993,"Nigeria",13.5961532451283,0.427151683509747,241.027486502545,"0","1",17188,28283.23014431,263.63,57.83,6.16763032425304,2.08339766551383,197.965058564713,-1.09567785263062
"525","Nigeria 2015",2015-12-01,"2015",494582.603949,114857.142857143,12,196.220001,"Nigeria",13.5961532451283,0.43141433976723,240.057077565706,"0","1",17188,28283.23014431,264,53.71,6.46567675073893,2.43837344720497,378.078850385768,-1.09567785263062
"526","Nigeria 2016",2016-01-01,"2016",404649.125399,114857.142857143,1,195.869995,"Nigeria",6.68623362327265,0.435150150869295,302.674230425135,"1","0",17837,27232.9643193379,233.88,54.22,6.55824174614626,1.93737927524665,290.14823634791,-1.04513537883759
"527","Nigeria 2016",2016-02-01,"2016",404649.125399,113636.363636364,2,198.199997,"Nigeria",6.68623362327265,0.445160208822262,329.56609984207,"1","0",17837,27232.9643193379,191.88,48.43,6.63715988568069,1.7396871346657,150.144470711847,-1.04513537883759
"528","Nigeria 2016",2016-03-01,"2016",404649.125399,120944.444444444,3,195.970001,"Nigeria",6.68623362327265,0.45485894918339,345.052812445513,"1","0",17837,27232.9643193379,201.75,44.49,6.72240968322884,1.78858983206809,277.480252277505,-1.04513537883759
"529","Nigeria 2016",2016-04-01,"2016",404649.125399,118944.444444444,4,195.720001,"Nigeria",6.68623362327265,0.462162938838067,386.623746236339,"1","0",17837,27232.9643193379,196.25,46.63,6.71290321547423,1.5718837642982,264.960434394801,-1.04513537883759
"530","Nigeria 2016",2016-05-01,"2016",404649.125399,126764.705882353,5,196.360001,"Nigeria",6.68623362327265,0.474879065089324,464.778975021496,"1","0",17837,27232.9643193379,198.38,48.17,6.79613859645441,1.38898915106014,235.882270576179,-1.04513537883759
"531","Nigeria 2016",2016-06-01,"2016",404649.125399,131600,6,278.640015,"Nigeria",6.68623362327265,0.483021217491259,349.985625718546,"1","0",17837,27232.9643193379,142.63,58.11,6.49122335599593,1.34946677604594,232.83574953271,-1.04513537883759
"532","Nigeria 2016",2016-07-01,"2016",404649.125399,133529.411764706,7,311.029999,"Nigeria",6.68623362327265,0.489079936778581,341.343279880858,"1","0",17837,27232.9643193379,181,60.66,6.20784373976965,1.25771806725855,249.864089622368,-1.04513537883759
"533","Nigeria 2016",2016-08-01,"2016",404649.125399,134139.705882353,8,313.609985,"Nigeria",6.68623362327265,0.494013123233871,403.367258858164,"1","0",17837,27232.9643193379,186.25,57.97,6.1799289708478,1.06039293187631,432.023555690933,-1.04513537883759
"534","Nigeria 2016",2016-09-01,"2016",404649.125399,134750,9,312.579987,"Nigeria",6.68623362327265,0.498012356913645,389.980181296764,"1","0",17837,27232.9643193379,187.3,61.38,6.18945718707602,1.10541427399508,419.463512247017,-1.04513537883759
"535","Nigeria 2016",2016-10-01,"2016",404649.125399,131900,10,315,"Nigeria",6.68623362327265,0.502131328128742,373.84126984127,"1","0",17837,27232.9643193379,187.5,66.37,6.13656542890039,1.12007472826087,265.38180141716,-1.04513537883759
"536","Nigeria 2016",2016-11-01,"2016",404649.125399,135700,11,314,"Nigeria",6.68623362327265,0.506082666794387,320.828025477707,"1","0",17837,27232.9643193379,205,62.58,6.11883131445435,1.34703196347032,265.305088640702,-1.04513537883759
"537","Nigeria 2016",2016-12-01,"2016",404649.125399,154375,12,314.5,"Nigeria",6.68623362327265,0.511422960869773,348.108108108108,"1","0",17837,27232.9643193379,217.75,74.42,6.30301970477713,1.41007489952503,170.339112308709,-1.04513537883759
