GDP,LocalUreaPrice,ExchangeRate,RealInterest,CPI,LocalMaizePrice,LocalMaizeYield,ForexRev,WorldUreaPrice,WorldGasPrice,Wedge,UreaMaizeRatio,CorruptionControl,ExchangeRateMovements,CPIMovements,CR4ratioAnnual,MonthlyUreaImportMT,NumFirmsImportingFert,FuelPrice,SharePrivateSectorSalesAnnual
67277.02764,369.7824809,4.86,17.66666667,0.730392605,251.7695473,22589,4146059221,276.67,94.41,5.226984249,1.468733947,-0.138242349,-0.01935873,0.005276394,0.57,12464.542,26,4.90725,0.26020038
67277.02764,362.9330642,4.955,17.66666667,0.726548916,247.0910192,22589,4146059221,305.6,97.36,4.742100722,1.468823373,-0.138242349,0.021727789,0.002522388,0.57,12464.542,26,4.90725,0.26020038
68353.47745,368.5446009,4.97,16,0.74128306,251.1396378,25313,5047538491,260,80.06,5.380329556,1.467488781,-0.108893923,0.022381402,0.014800345,0.56,12000,23,5.3595,0.365781652
68353.47745,362.1212121,5.5,16,0.744577652,241.7090909,25313,5047538491,250.63,69.55,5.407113065,1.4981696,-0.108893923,0.101328252,0.004434597,0.56,14853.756,23,5.3595,0.365781652
68353.47745,393.6242589,5.1445,16,0.750526219,278.9775488,25313,5047538491,247.5,67.91,5.677616237,1.410953177,-0.108893923,-0.066819909,0.007957439,0.56,12000,23,5.3595,0.365781652
68353.47745,370.3703704,5.4,16,0.771758031,272.5925926,25313,5047538491,247.5,52.96,5.50429364,1.358695652,-0.108893923,0.02039169,0.010849585,0.56,7090.02,23,5.3595,0.365781652
68353.47745,372.4394786,5.37,16,0.774412007,274.1154562,25313,5047538491,263.5,52.73,5.383960731,1.358695652,-0.108893923,-0.005571045,0.003432972,0.56,12600,23,5.3595,0.365781652
68353.47745,390.851187,5.181,16,0.755193557,303.6479444,25313,5047538491,247.5,62.49,5.658456819,1.287185355,-0.108893923,0.007069905,0.006199497,0.56,25753.637,23,5.3595,0.365781652
68353.47745,382.7253827,5.291,16,0.763430036,278.2082782,25313,5047538491,247.5,59.42,5.60010374,1.375679348,-0.108893923,0.021009176,0.010847401,0.56,7090.02,23,5.3595,0.365781652
68353.47745,370.9749221,5.3912,16,0.777249016,242.2696246,25313,5047538491,237.75,58.19,5.585200109,1.531248182,-0.108893923,-0.010847614,-0.000470865,0.56,12600,23,5.3595,0.365781652
68353.47745,365.630713,5.47,16,0.779902993,285.9232176,25313,5047538491,237,59.12,5.550107899,1.278772379,-0.108893923,0.014510622,0.00340876,0.56,12600,23,5.3595,0.365781652
68353.47745,372.1624851,5.58,16,0.784936396,282.1168459,25313,5047538491,224.5,63.47,5.688087809,1.319178527,-0.108893923,0.01991016,0.006433147,0.56,17000,23,5.3595,0.365781652
68353.47745,364.9677797,5.69,16,0.78713279,276.6629174,25313,5047538491,217.5,56.01,5.686768386,1.319178527,-0.108893923,0.019521472,0.002794274,0.56,12600,23,5.3595,0.365781652
68353.47745,366.9724771,5.45,16,0.777615082,251.8605505,25313,5047538491,262.5,51.85,5.342093744,1.457046276,-0.108893923,0.0147877,0.004127608,0.56,12600,23,5.3595,0.365781652
70043.0955,361.5474113,5.73,14.75,0.808547634,264.0223386,25828,4993307420,231.13,41.61,5.563902041,1.369381899,-0.127230331,0.066751556,0.008182794,0.6,11000,29,5.006083333,0.371177042
70043.0955,366.0869565,5.75,14.75,0.834629816,272,25828,4993307420,235,37.97,5.569022622,1.345907928,-0.127230331,0.003484324,0.031748698,0.6,6600,29,5.006083333,0.371177042
70043.0955,378.9537713,5.48,14.75,0.798572344,266.0781022,25828,4993307420,215.4,48.63,5.790298339,1.424220062,-0.127230331,-0.037605147,0.014428599,0.6,1050,29,5.006083333,0.371177042
70043.0955,386.5049751,5.36,14.75,0.801958452,286.0753731,25828,4993307420,214.38,43.79,5.841376431,1.351059935,-0.127230331,-0.022141126,0.004231237,0.6,14789.18,29,5.006083333,0.371177042
70043.0955,407.2134962,5.73,14.75,0.862176261,282.582897,25828,4993307420,214.4,34.91,5.954877286,1.441040843,-0.127230331,0,0.005534873,0.6,16553.22869,29,5.006083333,0.371177042
70043.0955,404.7841555,5.764389,14.75,0.858881669,268.8472273,25828,4993307420,249.5,45.85,5.738414248,1.505628901,-0.127230331,0.005983633,-0.00382857,0.6,19050,29,5.006083333,0.371177042
70043.0955,407.9254079,5.72,14.75,0.848906379,282.3692308,25828,4993307420,201.9,35.6,6.021152571,1.444652474,-0.127230331,-0.005231049,0.016960615,0.6,15181.986,29,5.006083333,0.371177042
70043.0955,407.2134962,5.73,14.75,0.857417406,282.2296684,25828,4993307420,202,33.99,6.017203999,1.442844399,-0.127230331,0.001746725,0.009975948,0.6,15181.986,29,5.006083333,0.371177042
70043.0955,239.6551724,5.8,14.75,0.861535646,260.0744828,25828,4993307420,245,59.06,-2.377915074,0.921486683,-0.127230331,-0.00098796,0.002978726,0.6,19050,29,5.006083333,0.371177042
70043.0955,228.8698955,5.85,14.75,0.869497575,266.4697436,25828,4993307420,245,63.86,-3.474794039,0.85889637,-0.127230331,0.008583744,0.009199113,0.6,19050,29,5.006083333,0.371177042
70043.0955,406.504065,5.74,14.75,0.857417406,252.8878049,25828,4993307420,250.5,46.07,5.743039518,1.607448272,-0.127230331,-0.004239953,-0.001706303,0.6,19050,29,5.006083333,0.371177042
70043.0955,384.6772377,5.805733,14.75,0.858973186,281.717399,25828,4993307420,245,54.72,5.63249431,1.365472062,-0.127230331,0.011386667,0.00181285,0.6,19050,29,5.006083333,0.371177042
79082.78443,232.6572008,5.8,14,0.878008603,361.3062069,25300,5927772453,265,73.02,-4.169777493,0.643933584,-0.128527135,-0.008583744,0.009740847,0.66,3800,23,6.13825,0.9
79082.78443,253.1492994,5.732783,14,0.884414752,332.5477347,25300,5927772453,335,97.48,-5.098081358,0.76124199,-0.128527135,-0.011656815,0.007269738,0.66,3800,23,6.13825,0.9
79082.78443,417.3913043,5.75,14,0.912784845,405.328,25300,5927772453,331.63,83.47,5.144749076,1.029761833,-0.128527135,0,0.007750026,0.66,3800,23,6.13825,0.9
79082.78443,412.371134,5.82,14,0.924407431,505.8419244,25300,5927772453,393.25,94.73,3.644624471,0.815217391,-0.128527135,0.012100407,0.012652722,0.66,3800,23,6.13825,0.9
79082.78443,406.5743945,5.78,14,0.892010616,362.0311419,25300,5927772453,352.88,65.62,4.676542492,1.123037075,-0.128527135,0.008202581,0.008551904,0.66,3800,23,6.13825,0.9
79082.78443,394.2028986,5.75,14,0.90573808,392.72,25300,5927772453,328.1,71.28,4.884416986,1.003775969,-0.128527135,-0.005203828,0.015272136,0.66,3800,23,6.13825,0.9
79082.78443,707.0707071,5.94,14,0.948110186,489.5979798,25300,5927772453,418.75,178.4,6.357223615,1.444186325,-0.128527135,-0.013217316,0.006488184,0.66,63,23,6.13825,0.9
