"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","Model"
"43","factor(Year)2011",-0.8971409607763,0.438126261679914,-2.04767675267029,0.0409189698737833,-1.7558526543501,-0.0384292672024971,"Wedge"
"44","factor(Year)2012",0.470721393105888,0.462140617034009,1.01856745708038,0.30871744775616,-0.435057572073887,1.37650035828566,"Wedge"
"45","factor(Year)2013",0.898231308665336,0.509751479442622,1.76209652132347,0.078436296124631,-0.100863232108213,1.89732584943888,"Wedge"
"46","factor(Year)2014",1.25066952409161,0.576654900638658,2.16883533410792,0.0303902456343207,0.120446687331319,2.3808923608519,"Wedge"
"47","factor(Year)2015",0.884350583481959,0.510274977995876,1.73308631937094,0.0834671135476799,-0.115769995601926,1.88447116256584,"Wedge"
"48","factor(Year)2016",0.175771660272272,0.53926041717899,0.325949494294016,0.74454812916912,-0.881159335686593,1.23270265623114,"Wedge"
"49","factor(Year)2017",0.140009512868532,0.594128060548325,0.235655445627861,0.813760585284217,-1.02446008801082,1.30447911374788,"Wedge"
"50","factor(Year)2018",0.221369006734877,0.682685629505294,0.324261998740609,0.745824767988097,-1.11667023985855,1.55940825332831,"Wedge"
"51","factor(Year)2019",-0.371635276861955,0.698973140819711,-0.53168749292158,0.595090614670866,-1.74159745902943,0.998326905305522,"Wedge"
"52","factor(Year)2020",-1.23318695852066,0.675878412363236,-1.82456923606832,0.0684402994663847,-2.55788430468071,0.0915103876393983,"Wedge"
"53","factor(Year)2021",-2.85385117402353,0.86067030139364,-3.31584715936223,0.000954992971153217,-4.5407339673183,-1.16696838072877,"Wedge"
"54","factor(Year)2022",-1.82760097978873,1.17564737216195,-1.55454860280755,0.120450593577806,-4.1318274877453,0.476625528167844,"Wedge"
"55","factor(Year)2023",-2.28164998344764,1.39892542602199,-1.63100186829528,0.103284992361944,-5.02349343550808,0.46019346861281,"Wedge"
