"","cy","Dates","Year","GDP","NationalPrice","Month","ExchangeRate","Country","RealInterest","CPI","MaizePrice","Manufacturing","Importing","Blending","Wholesaling","Retailing","Election0","Election1","WorldPrice","Wedge","UreaMaizeRatio","LagMaize","CorruptionEstimate"
"1","Ghana 2010",2010-06-01,"2010",42587.418803,548.881036513545,6,1.415,"Ghana",0,0.275555962295232,409.893992932862,0,3,3,3,100,"0","0",226.25,322.631036513545,1.33908045977011,278.081635780034,0.0142804691568017
"2","Ghana 2010",2010-11-01,"2010",42587.418803,344.589937973811,11,1.451,"Ghana",0,0.278392971538391,311.853893866299,0,3,3,3,100,"0","0",365.4,-20.8100620261888,1.10497237569061,218.060855248709,0.0142804691568017
"3","Ghana 2010",2010-12-01,"2010",42587.418803,340.136054421769,12,1.47,"Ghana",0,0.280131783655166,363.945578231293,0,3,3,3,100,"0","0",380.63,-40.4939455782313,0.934579439252336,199.503105590062,0.0142804691568017
"4","Ghana 2010",2010-10-01,"2010",42587.418803,350.877192982456,10,1.425,"Ghana",0,0.278209938683994,304.561403508772,0,3,3,3,100,"0","0",332.5,18.3771929824561,1.15207373271889,217.661686127819,0.0142804691568017
"5","Ghana 2010",2010-09-01,"2010",42587.418803,351.493848857645,9,1.4225,"Ghana",0,0.275922028004027,349.736379613357,0,3,3,3,100,"0","0",308.75,42.743848857645,1.00502512562814,236.163312089091,0.0142804691568017
"6","Ghana 2010",2010-07-01,"2010",42587.418803,352.112676056338,7,1.42,"Ghana",0,0.278850553674385,408.450704225352,0,3,3,3,100,"0","0",259.38,92.7326760563381,0.862068965517241,245.596492982018,0.0142804691568017
"7","Ghana 2010",2010-08-01,"2010",42587.418803,339.510538972981,8,1.4138,"Ghana",0,0.278576004392789,401.400480973264,0,3,3,3,100,"0","0",263.5,76.0105389729806,0.845814977973568,197.276648343873,0.0142804691568017
"8","Ghana 2011",2011-02-01,"2011",52369.940336,369.230769230769,2,1.495,"Ghana",0,0.296970806259724,409.698996655518,0,3,3,3,100,"0","0",297.5,71.7307692307692,0.901224489795918,256.017519036086,-0.0291263181716204
"9","Ghana 2011",2011-08-01,"2011",52369.940336,367.992587199682,8,1.5109,"Ghana",0,0.302004209755651,589.052882387981,0,3,3,3,100,"0","0",475.5,-107.507412800318,0.624719101123595,172.012195121951,-0.0291263181716204
"10","Ghana 2011",2011-01-01,"2011",52369.940336,443.025604273894,1,1.5349,"Ghana",0,0.296604740550929,368.753664733859,0,3,3,3,100,"0","0",378.5,64.5256042738941,1.20141342756184,189.851478099574,-0.0291263181716204
"11","Ghana 2011",2011-12-01,"2011",52369.940336,346.534653465347,12,1.616,"Ghana",0,0.30420060400842,550.742574257426,0,3,3,3,100,"0","0",423.13,-76.5953465346535,0.629213483146067,275.268308826008,-0.0291263181716204
"12","Ghana 2011",2011-06-01,"2011",52369.940336,385.238523852385,6,1.515,"Ghana",0,0.299167200512492,533.003300330033,0,3,3,3,100,"0","0",478.75,-93.5114761476148,0.722769490571348,160.198675496689,-0.0291263181716204
"13","Ghana 2011",2011-09-01,"2011",52369.940336,371.10218766156,9,1.5689,"Ghana",0,0.299075684085293,444.579004397986,0,3,3,3,100,"0","0",508.75,-137.64781233844,0.834727200318598,257.823623134834,-0.0291263181716204
"14","Ghana 2011",2011-04-01,"2011",52369.940336,593.959731543624,4,1.49,"Ghana",0,0.298069003386108,384.228187919463,0,3,3,3,100,"0","0",253.75,340.209731543624,1.54585152838428,189.801324503311,-0.0291263181716204
"15","Ghana 2011",2011-11-01,"2011",52369.940336,365.398037525147,11,1.6238,"Ghana",0,0.302187242610049,432.627170833847,0,3,3,3,100,"0","0",481.25,-115.851962474853,0.844602609727165,224.472049689441,-0.0291263181716204
"16","Ghana 2011",2011-05-01,"2011",52369.940336,507.056157591259,5,1.4857,"Ghana",0,0.29788597053171,487.985461398667,0,3,3,3,100,"0","0",234,273.056157591259,1.03908045977011,151.660275159887,-0.0291263181716204
"17","Ghana 2011",2011-07-01,"2011",52369.940336,370.61646363972,7,1.505,"Ghana",0,0.302278759037247,544.85049833887,0,3,3,3,100,"0","0",483.75,-113.13353636028,0.680216802168022,193.112582781457,-0.0291263181716204
"18","Ghana 2011",2011-03-01,"2011",52369.940336,570.490265071546,3,1.5225,"Ghana",0,0.295048961288551,376.026272577997,0,3,3,3,100,"0","0",278.7,291.790265071546,1.51715533374922,218.911749547016,-0.0291263181716204
"19","Ghana 2011",2011-10-01,"2011",52369.940336,356.337107554768,10,1.5809,"Ghana",0,0.302004209755651,407.995445632235,0,3,3,3,100,"0","0",493.5,-137.162892445232,0.873385012919897,245.419383216381,-0.0291263181716204
"20","Ghana 2012",2012-03-01,"2012",55512.769978,637.52276867031,3,1.7568,"Ghana",0,0.32497483298252,564.947632058288,0,3,3,3,100,"0","1",393.13,244.39276867031,1.12846347607053,478.76011061864,-0.126568555831909
"21","Ghana 2012",2012-11-01,"2012",55512.769978,391.679458000318,11,1.8893,"Ghana",0,0.339800494188707,452.548562959826,0,3,3,3,100,"0","1",383.5,8.1794580003176,0.865497076023392,378.66525776497,-0.126568555831909
"22","Ghana 2012",2012-01-01,"2012",55512.769978,481.21414029243,1,1.6209,"Ghana",0,0.322503889448156,630.822382626936,0,3,3,3,100,"0","1",368,113.21414029243,0.762836185819071,279.892295127602,-0.126568555831909
"23","Ghana 2012",2012-07-01,"2012",55512.769978,696.924218116579,7,1.9323,"Ghana",0,0.338610780635124,591.264296434301,0,3,3,3,100,"0","1",307.5,389.424218116579,1.17870167760759,341.882495100142,-0.126568555831909
"24","Ghana 2012",2012-06-01,"2012",55512.769978,694.371750584458,6,1.9106,"Ghana",0,0.334950123547177,620.224013398932,0,3,3,3,100,"0","1",456.88,237.491750584458,1.11954992967651,300.776356744451,-0.126568555831909
"25","Ghana 2012",2012-09-01,"2012",55512.769978,499.217029894152,9,1.8874,"Ghana",0,0.333485860711998,516.58366006146,0,3,3,3,100,"0","1",384.38,114.837029894152,0.966381766381766,389.100155495736,-0.126568555831909
"26","Ghana 2012",2012-04-01,"2012",55512.769978,573.175391669851,4,1.8319,"Ghana",0,0.329825203624051,574.540094983351,0,3,3,3,100,"0","1",494.38,78.7953916698509,0.997624703087886,300.73013054128,-0.126568555831909
"27","Ghana 2012",2012-05-01,"2012",55512.769978,627.025878101918,5,1.8819,"Ghana",0,0.331747048595223,619.055210159945,0,3,3,3,100,"0","1",513.13,113.895878101918,1.01287553648069,251.267422345993,-0.126568555831909
"28","Ghana 2012",2012-10-01,"2012",55512.769978,398.384925975774,10,1.8575,"Ghana",0,0.337604099935939,472.409152086137,0,3,3,3,100,"0","1",349,49.3849259757739,0.843304843304843,185.168098586053,-0.126568555831909
"29","Ghana 2012",2012-02-01,"2012",55512.769978,470.588235294118,2,1.7,"Ghana",0,0.324517250846527,577.941176470588,0,3,3,3,100,"0","1",375,95.5882352941177,0.814249363867684,489.18118466899,-0.126568555831909
"30","Ghana 2012",2012-12-01,"2012",55512.769978,393.994249813651,12,1.8782,"Ghana",0,0.342454470577469,463.209455861995,0,3,3,3,100,"0","1",375.83,18.1642498136513,0.850574712643678,359.395176014454,-0.126568555831909
"31","Ghana 2012",2012-08-01,"2012",55512.769978,597.371565113501,8,1.9158,"Ghana",0,0.337238034227144,597.661551310158,0,3,3,3,100,"0","1",382.5,214.871565113501,0.999514798641436,322.121974017901,-0.126568555831909
"32","Ghana 2013",2013-08-01,"2013",63702.350905,479.888867841131,8,2.1116,"Ghana",0,0.375857966504988,371.756014396666,0,3,3,3,100,"1","0",310.63,169.258867841131,1.29087048832272,239.432926943461,-0.0965914353728294
"33","Ghana 2013",2013-03-01,"2013",63702.350905,615.866388308977,3,1.916,"Ghana",0,0.360025624599616,442.327766179541,0,3,3,3,100,"1","0",395.63,220.236388308977,1.39233038348083,458.719468106208,-0.0965914353728294
"34","Ghana 2013",2013-04-01,"2013",63702.350905,569.858900206446,4,1.9537,"Ghana",0,0.365699643085934,432.512668270461,0,3,3,3,100,"1","0",365.63,204.228900206446,1.31755424063116,255.131909429116,-0.0965914353728294
"35","Ghana 2013",2013-06-01,"2013",63702.350905,497.265042267529,6,2.011,"Ghana",0,0.373844605106617,404.027846842367,0,3,3,3,100,"1","0",329.38,167.885042267529,1.23076923076923,266.454978365061,-0.0965914353728294
"36","Ghana 2013",2013-05-01,"2013",63702.350905,599.928822004169,5,1.9669,"Ghana",0,0.368353619474696,418.170725507143,0,3,3,3,100,"1","0",358.13,241.798822004169,1.43465045592705,344.039155442821,-0.0965914353728294
"37","Ghana 2013",2013-01-01,"2013",63702.350905,414.717141641855,1,1.8808,"Ghana",0,0.354992221103688,449.276903445342,0,3,3,3,100,"1","0",380,34.7171416418545,0.923076923076923,328.165603132,-0.0965914353728294
"38","Ghana 2013",2013-09-01,"2013",63702.350905,463.241765877611,9,2.1587,"Ghana",0,0.373295506543425,365.960995043313,0,3,3,3,100,"1","0",301,162.241765877611,1.26582278481013,348.920740339862,-0.0965914353728294
"39","Ghana 2013",2013-02-01,"2013",63702.350905,578.669482576558,2,1.894,"Ghana",0,0.358286812482841,451.42555438226,0,3,3,3,100,"1","0",415.63,163.039482576558,1.28187134502924,341.033855761236,-0.0965914353728294
"40","Ghana 2013",2013-12-01,"2013",63702.350905,427.061310782241,12,2.365,"Ghana",0,0.388670266312803,361.522198731501,0,3,3,3,100,"1","0",305,122.061310782241,1.1812865497076,321.527770335005,-0.0965914353728294
"41","Ghana 2013",2013-07-01,"2013",63702.350905,478.468899521531,7,2.09,"Ghana",0,0.378603459320948,370.813397129187,0,3,3,3,100,"1","0",312.5,165.968899521531,1.29032258064516,615.197746212437,-0.0965914353728294
"42","Ghana 2013",2013-11-01,"2013",63702.350905,482.428963441622,11,2.2594,"Ghana",0,0.38473505994326,355.182791891653,0,3,3,3,100,"1","0",305,177.428963441622,1.3582554517134,292.693101838714,-0.0965914353728294
"43","Ghana 2013",2013-10-01,"2013",63702.350905,482.563962487481,10,2.1966,"Ghana",0,0.381715017845703,365.33733952472,0,3,3,3,100,"1","0",296.88,185.683962487481,1.3208722741433,246.175600976989,-0.0965914353728294
"44","Ghana 2014",2014-08-01,"2014",54722.865328,444.773514556945,8,3.7817,"Ghana",0,0.435618193465727,339.794272417167,0,3,3,3,100,"0","0",311.25,133.523514556945,1.30894941634241,201.237605134727,-0.194918543100357
