Date,Open,High,Low,Close,Adj Close,Volume
2010/1/1,148.550003,151.300003,146.220001,149.600006,149.600006,0
2010/2/1,151.360001,151.860001,147.289993,147.289993,147.289993,0
2010/3/1,148.229996,150.5,147.199997,149.699997,149.699997,0
2010/4/1,150.020004,150.949997,124,150.5,150.5,0
2010/5/1,148.860001,152.449997,146.580002,149.009995,149.009995,0
2010/6/1,151,151.649994,147.869995,149.899994,149.899994,0
2010/7/1,147.589996,150.850006,145.389999,150.100006,150.100006,0
2010/8/1,147.630005,151.699997,147.410004,151.649994,151.649994,0
2010/9/1,151,155.199997,148.139999,154.25,154.25,0
2010/10/1,152.070007,154.550003,145.660004,149.050003,149.050003,0
2010/11/1,149.600006,151.820007,146.839996,150,150,0
2010/12/1,150.600006,154.75,148.589996,151.899994,151.899994,0
2011/1/1,152,153.970001,1.521,151.100006,151.100006,0
2011/2/1,152,153.990005,150.039993,152.5,152.5,0
2011/3/1,153.25,157.149994,151.300003,155,155,0
2011/4/1,153.25,155.25,150.639999,154.100006,154.100006,0
2011/5/1,152.5,157.5,152.240005,156.600006,156.600006,0
2011/6/1,154.110001,156.899994,149.759995,153.5,153.5,0
2011/7/1,149.270004,153.899994,147.919998,153,153,0
2011/8/1,152.949997,155.899994,143.130005,154.720001,154.720001,0
2011/9/1,154.600006,160.449997,150.270004,159.350006,159.350006,0
2011/10/1,159.699997,167.75,154.449997,157.929993,157.929993,0
2011/11/1,159.399994,161.25,155.050003,161,161,0
2011/12/1,161.199997,162.850006,157.330002,159.220001,159.220001,0
2012/1/1,159.960007,162.5,157.25,161.5,161.5,0
2012/2/1,160.5,161,153.830002,157.449997,157.449997,0
2012/3/1,155.419998,158.449997,154.169998,155.360001,155.360001,0
2012/4/1,157.559998,159.489639,154.479996,157.080002,157.080002,0
2012/5/1,157.199997,160.169998,154.899994,157.800003,157.800003,0
2012/6/1,159.800003,163.300003,156.160004,159.720001,159.720001,0
2012/7/1,162.449997,163.050003,157.800003,158.300003,158.300003,0
2012/8/1,160.649994,161.649994,154.570007,155.929993,155.929993,0
2012/9/1,155.610001,158.5,153.559998,155.669998,155.669998,0
2012/10/1,157.5,157.649994,152.100006,154.460007,154.460007,0
2012/11/1,154.740005,158.449997,153.940002,155.080002,155.080002,0
2012/12/1,155.149994,157.75,153.589996,153.589996,153.589996,0
2013/1/1,153.550003,157.75,153.210007,154.770004,154.770004,0
2013/2/1,154.889999,158.5,154.630005,155.630005,155.630005,0
2013/3/1,155.809998,159.25,152,156,156,0
2013/4/1,158.25,158.699997,154.940002,156.380005,156.380005,0
2013/5/1,155.720001,158.279999,154.949997,155.399994,155.399994,0
2013/6/1,158,162.25,155.889999,160.229996,160.229996,0
2013/7/1,160.190002,162.199997,157.869995,160.550003,160.550003,0
2013/8/1,157.589996,163.25,156.869995,161.309998,161.309998,0
2013/9/1,160.419998,162.899994,157.130005,157.520004,157.520004,0
2013/10/1,159.339996,161.699997,156.369995,156.860001,156.860001,0
2013/11/1,156.460007,159.25,155.960007,156.419998,156.419998,0
2013/12/1,156.419998,161.050003,155.309998,161.050003,161.050003,0
2014/1/1,158.089996,162.199997,156.380005,162.199997,162.199997,0
2014/2/1,160.830002,165.740005,159.880005,165,165,0
2014/3/1,162.889999,165.100006,160.830002,162.639999,162.639999,0
2014/4/1,163.020004,164.850006,158.429993,160.600006,160.600006,0
2014/5/1,157.970001,163.050003,156.740005,162.600006,162.600006,0
2014/6/1,160.369995,163.589996,159.75,163.009995,163.009995,0
2014/7/1,160.25,163.050003,159.470001,161.699997,161.699997,0
2014/8/1,159.449997,162.600006,158.490005,160.789993,160.789993,0
2014/9/1,160.839996,163.899994,159.580002,161.789993,161.789993,0
2014/10/1,160.990005,165.25,159.330002,163.419998,163.419998,0
2014/11/1,163.910004,178.649994,163.229996,174.800003,174.800003,0
2014/12/1,175.910004,185.699997,175.789993,182.25,182.25,0
2015/1/1,181.380005,192.25,175.669998,189.75,189.75,0
2015/2/1,187.419998,204.100006,185.020004,201,201,0
2015/3/1,202.259995,202.259995,190.960007,199,199,0
2015/4/1,196.229996,199.100006,193.210007,198.850006,198.850006,0
2015/5/1,195.070007,200,194.240005,199,199,0
2015/6/1,196.320007,200.289993,193.649994,198.899994,198.899994,0
2015/7/1,196.240005,199,12,198.800003,198.800003,0
2015/8/1,195.270004,199.149994,194.059998,196.399994,196.399994,0
2015/9/1,196.130005,199,194.270004,198.949997,198.949997,0
2015/10/1,196.119995,199.270004,195.089996,198.899994,198.899994,0
2015/11/1,196.479996,199,194.830002,195.429993,195.429993,0
2015/12/1,196.509995,199,189.210007,196.220001,196.220001,0
2016/1/1,196.800003,199,194.630005,195.869995,195.869995,0
2016/2/1,198.070007,199,1,198.199997,198.199997,0
2016/3/1,195.479996,199,192.199997,195.970001,195.970001,0
2016/4/1,196.429993,199,194.940002,195.720001,195.720001,0
2016/5/1,195.460007,199,195.119995,196.360001,196.360001,0
2016/6/1,195.660004,283,19.799999,278.640015,278.640015,0
2016/7/1,280.519989,322,278.769989,311.029999,311.029999,0
2016/8/1,311.170013,348.350006,307.660004,313.609985,313.609985,0
2016/9/1,307.140015,322,307.140015,312.579987,312.579987,0
2016/10/1,310.429993,320.51001,302.01001,315,315,0
2016/11/1,318,319.488831,312,314,314,0
2016/12/1,314,318.471344,307.692322,314.5,314.5,0
2017/1/1,314.309998,317.460327,304.25,315,315,0
2017/2/1,304.25,318.471344,304.200012,314,314,0
2017/3/1,314.5,315.457428,306.5,315,315,0
2017/4/1,315,318.471344,306.100006,318.471344,318.471344,0
2017/5/1,315,324,314,324,324,0
2017/6/1,324,349,314.299988,345,345,0
2017/7/1,315,349,314,314.299988,314.299988,0
2017/8/1,365,368,350,350,350,0
2017/9/1,350,361,350,351,351,0
2017/10/1,358.5,362.318848,350,357,357,0
2017/11/1,356,358,256,357,357,0
2017/12/1,357,359,355,357,357,0
2018/1/1,357,359,355,357,357,0
2018/2/1,358,359,355,358,358,0
2018/3/1,358,359,355,355,355,0
2018/4/1,355,359,355,359,359,0
2018/5/1,359,360,355,359,359,0
2018/6/1,359,360.380005,355,357,357,0
2018/7/1,359.5,363.609985,358,360.5,360.5,0
2018/8/1,361.160004,363.690002,358,361.549988,361.549988,0
2018/9/1,362.019989,364.230011,357,362,362,0
2018/10/1,363.350006,365.100006,359.970001,363,363,0
2018/11/1,363,364.799988,251,363.5,363.5,0
2018/12/1,363.5,364.640015,360,363.5,363.5,0
2019/1/1,364,365.559998,359.160004,361.5,361.5,0
2019/2/1,362.420013,362.980011,3,361,361,0
2019/3/1,361,361.98999,356,359.5,359.5,0
2019/4/1,359.5,361.559998,357,356,356,0
2019/5/1,358.950012,362.230011,355,356,356,0
2019/6/1,360.48999,361.850006,305.899994,355,355,0
2019/7/1,360.200012,361.910004,355,359.5,359.5,0
2019/8/1,364.149994,364.660004,356,358,358,0
2019/9/1,358,361,357,358,358,0
2019/10/1,358,361,357,360,360,0
2019/11/1,360,361,357,360,360,0
2019/12/1,360,360,359,359,359,0
2020/1/1,359,360,359,359,359,0
2020/2/1,359,364,359,364,364,0
2020/3/1,364,369.808929,363,364,364,0
2020/4/1,369.785858,390.970001,360,389,389,0
2020/5/1,389.48999,390.570007,366.350006,387,387,0
2020/6/1,387.473511,388.269989,360.75,387,387,0
2020/7/1,387.5,389.579987,371,373,373,0
2020/8/1,381.5,388.029999,372,386.959991,386.959991,0
2020/9/1,384.679993,388.609985,373,382.5,382.5,0
2020/10/1,380.5,386.959991,377,386.959991,386.959991,0
2020/11/1,386.959991,386.959991,376,377,377,0
2020/12/1,380.700012,394.242279,374,375,375,0
2021/1/1,380.700012,395.432404,374,380.700012,380.700012,0
2021/2/1,380.700012,380.75,374,380.579987,380.579987,0
2021/3/1,380.579987,480.5,375,380,380,0
2021/4/1,381,409.5,376,380.5,380.5,0
2021/5/1,380.5,413.290009,376,412.5,412.5,0
2021/6/1,412.5,412.649994,407.970001,411,411,0
2021/7/1,410.519989,412.290009,408.76001,411.070007,411.070007,0
2021/8/1,411.070007,412.109985,409,411,411,0
2021/9/1,411,413.850006,408.799988,409.26001,409.26001,0
2021/10/1,410.299988,413.290009,409.190002,409.75,409.75,0
2021/11/1,409.809998,413.730011,409,409.390015,409.390015,0
2021/12/1,409.390015,413.440002,408.390015,410.75,410.75,0
2022/1/1,410.75,415.350006,408.980011,415.160004,415.160004,0
2022/2/1,415.329987,418.170013,414.26001,415.059998,415.059998,0
2022/3/1,415.519989,417.98999,410.5,415.25,415.25,0
2022/4/1,415.25,415.25,414,414.829987,414.829987,0
2022/5/1,414.829987,415,413.799988,414.720001,414.720001,0
2022/6/1,414.700012,419,414.48999,414.600006,414.600006,0
2022/7/1,414.769989,425,414.200012,414.959991,414.959991,0
2022/8/1,415.369995,425,415.350006,422.380005,422.380005,0
2022/9/1,421.380005,435,421.350006,431.540009,431.540009,0
2022/10/1,431.540009,441,413.880005,437.5,437.5,0
2022/11/1,437.850006,443.440002,437.850006,443.440002,443.440002,0
2022/12/1,443.440002,455,443,447.579987,447.579987,0
2023/1/1,447.579987,460.019989,445,459.910004,459.910004,0
2023/2/1,460.019989,460.100006,458.98999,458,458,0
2023/3/1,459.970001,462,455,459,459,0
2023/4/1,459.850006,463,459.470001,460,460,0
2023/5/1,459.970001,465,459,460,460,0
2023/6/1,460.600006,822.5,460,752,752,0
2023/7/1,753.940002,799.159973,753.940002,771.940002,771.940002,0
2023/8/1,759.900024,786.609985,740,773,773,0
2023/9/1,773,798.150024,737.530029,777.599976,777.599976,0
2023/10/1,777.599976,883,744.549988,785.97998,785.97998,0
2023/11/1,786.5,964,781.049988,793.5,793.5,0
2023/12/1,790,905.890015,788.5,897,897,0
2024/1/1,897.789978,1191,858,896,896,0
2024/2/1,1194,1420,1192,1400.099976,1400.099976,0
2024/3/1,1617.050049,1625.369995,1369.98999,1393.01001,1393.01001,0
2024/4/1,1303.839966,1327.040039,1150.72998,1200,1200,0
