"","Year","Dates","cy","GDP","LocalUreaPrice","Month","ExchangeRate","Country","RealInterest","CPI","LocalMaizePrice","ElectionYr","OneYrAfterElectionYr","LocalMaizeYield","ForexRev","WorldUreaPrice","WorldGasPrice","Wedge","UreaMaizeRatio","LagMaize","CorruptionControl","ExchangeRateMovements","CPIMovements","CR4ratioAnnual","MonthlyUreaImportMT","NumFirmsImportingFert","FuelPrice","SharePrivateSectorSalesAnnual"
"11","2011",2011-05-01,"Ghana 2011",52369.940336,507.056157591259,5,1.4857,"Ghana",12.9166666666667,0.29788597053171,448.946624486774,"0","0",16458,3291140154.57499,234,110.51,6.30282801305541,1.12943528235882,128.387048841575,-0.0291263181716204,-0.00289007829619758,-0.000614250633563795,0.93,120,23,2.04980817123242,1
"12","2011",2011-06-01,"Ghana 2011",52369.940336,385.238523852385,6,1.515,"Ghana",12.9166666666667,0.299167200512492,490.36303630363,"0","0",16458,3291140154.57499,478.75,113.85,-5.23125993738192,0.785619011490596,258.859643638637,-0.0291263181716204,0.0195293973001622,0.00429185208154093,0.93,120,23,2.01016501650165,1
"13","2011",2011-07-01,"Ghana 2011",52369.940336,370.61646363972,7,1.505,"Ghana",12.9166666666667,0.302278759037247,501.262458471761,"0","0",16458,3291140154.57499,483.75,116.83,-5.42173557117453,0.739366089313067,330.718954248366,-0.0291263181716204,-0.0066225407604934,0.0103470186665793,0.93,120,23,2.02352159468439,1
"14","2011",2011-08-01,"Ghana 2011",52369.940336,367.992587199682,8,1.5109,"Ghana",12.9166666666667,0.302004209755651,541.928651796942,"0","0",16458,3291140154.57499,475.5,111.83,-5.37072861166265,0.679042501221299,241.513033590135,-0.0291263181716204,0.0039126015628192,-0.000908677936218183,0.93,120,23,2.01561982924085,1
"15","2011",2011-09-01,"Ghana 2011",52369.940336,371.10218766156,9,1.5689,"Ghana",12.9166666666667,0.299075684085293,409.012684046147,"0","0",16458,3291140154.57499,508.75,109.98,-5.61785871358952,0.907312174259346,314.008080808081,-0.0291263181716204,0.0376692370931146,-0.00974429147467815,0.93,120,23,1.94110523296577,1
"16","2011",2011-10-01,"Ghana 2011",52369.940336,356.337107554768,10,1.5809,"Ghana",12.9166666666667,0.302004209755651,375.355809981656,"0","0",16458,3291140154.57499,493.5,108.78,-5.61432968399576,0.949331535782496,147.515638632913,-0.0291263181716204,0.00761956826323218,0.00974429147467815,0.93,120,23,1.92637105446265,1
"17","2011",2011-11-01,"Ghana 2011",52369.940336,365.398037525147,11,1.6238,"Ghana",12.9166666666667,0.302187242610049,398.016997167139,"0","0",16458,3291140154.57499,481.25,104.56,-5.44547899715017,0.918046314920831,314.285714285714,-0.0291263181716204,0.026774776326204,0.000605877025501744,0.93,120,23,1.87547727552654,1
"18","2011",2011-12-01,"Ghana 2011",52369.940336,346.534653465347,12,1.616,"Ghana",12.9166666666667,0.30420060400842,506.683168316832,"0","0",16458,3291140154.57499,423.13,104.4,-5.03172611486303,0.683927699071812,200.486985084435,-0.0291263181716204,-0.00481512134730527,0.00664053149526556,0.93,120,23,1.8845297029703,1
"19","2012",2012-03-01,"Ghana 2012",55512.769978,637.52276867031,3,1.7568,"Ghana",14.4583333333333,0.32497483298252,519.751821493625,"0","1",18712,3233092455.67319,393.13,94.28,6.19192800495516,1.22659073485927,367.147268491586,-0.126568555831909,0.032865721270904,0.00140904630893446,0.93,120,23,1.7334927140255,1
"20","2012",2012-01-01,"Ghana 2012",55512.769978,481.21414029243,1,1.6209,"Ghana",14.4583333333333,0.322503889448156,580.356592016781,"0","1",18712,3233092455.67319,368,98.29,5.42244775687386,0.829169767194642,279.855658832411,-0.126568555831909,0.00302759043708906,0.0584278310807314,0.93,120,23,1.87883274723919,1
"21","2012",2012-02-01,"Ghana 2012",55512.769978,470.588235294118,2,1.7,"Ghana",14.4583333333333,0.324517250846527,531.705882352941,"0","1",18712,3233092455.67319,375,94.32,5.25322429109145,0.885053656377918,249.064275037369,-0.126568555831909,0.0476467005261776,0.00622349957808299,0.93,120,23,1.79141176470588,1
