"","key","Diammonium Phosphate","NPK","Urea","RealInterest","ForexReserves","ElectionYr","ElectionYr1","GDP","ControlofCorruption","SharePrivateSectorSalesAnnual","NumFirmsImportingFert","WorldUrea","Natural gas index","Year","Month","Country","Diesel","ExchangeRate","CPI","MaizePrice","MonthlyUreaImportMT"
"1","2010-1-Kenya",NA,NA,NA,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,266.5,119.14,"2010","1","Kenya",NA,75.293999,0.45161834120027,NA,NA
"2","2010-2-Kenya",NA,NA,NA,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,297.5,113.76,"2010","2","Kenya",NA,75.452003,0.45288267026298,NA,NA
"3","2010-3-Kenya",48168,47745,39066.6666666667,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,278.7,101.64,"2010","3","Kenya",NA,77.25,0.451955495616993,NA,NA
"4","2010-4-Kenya",49680,47213.3333333333,39800,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,253.75,91.83,"2010","4","Kenya",NA,73.382004,0.454484153742414,NA,NA
"5","2010-5-Kenya",49926.6666666667,44940,NA,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,234,92.75,"2010","5","Kenya",NA,75.876999,0.455495616992583,NA,NA
"6","2010-6-Kenya",NA,NA,NA,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,226.25,102.12,"2010","6","Kenya",NA,77.685997,0.454737019554956,NA,NA
"7","2010-7-Kenya",52602.5,47295,40696,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,259.38,102.07,"2010","7","Kenya",NA,80.050003,0.45633850303439,NA,NA
"8","2010-8-Kenya",50583.3333333333,49250,40800,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,263.5,100.1,"2010","8","Kenya",NA,77.139999,0.45751854349292,NA,NA
"9","2010-9-Kenya",51880,50970,40040,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,308.75,94.24,"2010","9","Kenya",NA,77.150002,0.459541469993257,NA,NA
"10","2010-10-Kenya",54546.6666666667,49653.3333333333,36070,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,332.5,88.62,"2010","10","Kenya",NA,80.400002,0.460552933243425,NA,NA
"11","2010-11-Kenya",58497.5,49400,39716,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,365.4,93.44,"2010","11","Kenya",NA,76.950996,0.464430209035738,NA,NA
"12","2010-12-Kenya",59751.4285714286,46775,40568,12.526958492458,4320.15574901272,1,0,45405.615233,-0.911055028438568,0.425203304001689,12,380.63,100.29,"2010","12","Kenya",NA,80.5,0.470920431557653,NA,NA
"13","2011-1-Kenya",61028,48552,41920,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,378.5,108.01,"2011","1","Kenya",NA,80.800003,0.476062036412677,14112.8,NA
"14","2011-2-Kenya",64745,57090,47780,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,297.5,102.12,"2011","2","Kenya",NA,82,0.482467970330411,17121.2,NA
"15","2011-3-Kenya",62782.8571428571,52610,45880,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,278.7,101.24,"2011","3","Kenya",NA,82.699997,0.493509777478085,19844.4,NA
"16","2011-4-Kenya",73500,NA,49090,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,253.75,109.57,"2011","4","Kenya",NA,82.800003,0.509271746459879,23763.6,NA
"17","2011-5-Kenya",72170,59146.6666666667,54176.6666666667,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,234,110.51,"2011","5","Kenya",NA,84.160004,0.514413351314902,30663.6,NA
"18","2011-6-Kenya",76884,60660,54782.8571428571,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,478.75,113.85,"2011","6","Kenya",NA,87.958,0.520566419420094,NA,NA
"19","2011-7-Kenya",73197.7777777778,59972,56173.3333333333,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,483.75,116.83,"2011","7","Kenya",NA,89.18,0.527225219150371,41970.4,NA
"20","2011-8-Kenya",73140,60206.6666666667,NA,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,475.5,111.83,"2011","8","Kenya",NA,93.599998,0.533799730276467,33736.4,NA
"21","2011-9-Kenya",83333.3333333333,64830,63384,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,508.75,109.98,"2011","9","Kenya",NA,99,0.539194200944032,31086.8,NA
"22","2011-10-Kenya",79786.6666666667,66786.6666666667,62453.3333333333,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,493.5,108.78,"2011","10","Kenya",NA,97.917,0.547707349966285,NA,NA
"23","2011-11-Kenya",89808,73650,67004,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,481.25,104.56,"2011","11","Kenya",NA,88.158997,0.555967633175995,39872.8,NA
"24","2011-12-Kenya",95908.8888888889,83440,72688,4.52618583226898,4264.38020981446,0,1,46869.475981,-0.96374249458313,0.425203304001689,12,423.13,104.4,"2011","12","Kenya",NA,83.695,0.56009777478085,NA,NA
"25","2012-1-Kenya",94657.5,76895,75833.3333333333,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,368,98.29,"2012","1","Kenya",NA,83.699997,0.563216453135536,NA,NA
"26","2012-2-Kenya",91010,79766.6666666667,69124,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,375,94.32,"2012","2","Kenya",NA,82,0.562963587322994,NA,NA
"27","2012-3-Kenya",86057.1428571429,72810,67712,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,393.13,94.28,"2012","3","Kenya",NA,81.538002,0.570549561699258,NA,NA
"28","2012-4-Kenya",86560,73220,68104,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,494.38,89.35,"2012","4","Kenya",NA,82.300003,0.575775455158463,NA,NA
"29","2012-5-Kenya",83672.5,73676,72480,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,513.13,96.53,"2012","5","Kenya",NA,85.300003,0.577292650033715,NA,NA
"30","2012-6-Kenya",81008,69903.3333333333,68616,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,456.88,96.09,"2012","6","Kenya",NA,82.700996,0.572909642616318,NA,NA
"31","2012-7-Kenya",81968.5714285714,72345,74580,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,307.5,100.95,"2012","7","Kenya",NA,82.720001,0.568020903573837,NA,NA
"32","2012-8-Kenya",83430,71904,75126.6666666667,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,382.5,99.63,"2012","8","Kenya",NA,83.203003,0.566250842886042,NA,NA
"33","2012-9-Kenya",81932.7272727273,75547.5,70582.5,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,384.38,98.58,"2012","9","Kenya",NA,83.738998,0.567852326365475,NA,NA
"34","2012-10-Kenya",83061.5384615385,76250,61440,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,349,105.7,"2012","10","Kenya",NA,83.599998,0.570296695886716,NA,NA
"35","2012-11-Kenya",80792.7272727273,69873.3333333333,73043.3333333333,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,383.5,109.37,"2012","11","Kenya",NA,84.674004,0.574089683074848,NA,NA
"36","2012-12-Kenya",NA,NA,NA,9.31351134458288,5710.99932495431,0,0,56770.638927,-1.09887766838074,0.425203304001689,12,375.83,107.04,"2012","12","Kenya",NA,84.482002,0.578051247471342,NA,NA
"37","2013-1-Kenya",79280,68580,65190,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,380,107.61,"2013","1","Kenya",NA,86.176003,0.583951449763992,26017.6,39432
"38","2013-2-Kenya",79940,75933.3333333333,67960,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,415.63,107.54,"2013","2","Kenya",NA,84.712997,0.588081591368847,26578.8,16200
"39","2013-3-Kenya",73911.1111111111,NA,66833.3333333333,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,395.63,113.68,"2013","3","Kenya",NA,83.891998,0.593981793661497,26578.8,26250
"40","2013-4-Kenya",74096.6666666667,64980,58020,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,365.63,122.81,"2013","4","Kenya",NA,82.278999,0.599629130141605,26578.8,58985
"41","2013-5-Kenya",73496,72530,65333.3333333333,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,358.13,118.48,"2013","5","Kenya",NA,83.973,0.600724881995954,26578.8,NA
"42","2013-6-Kenya",74816,73840,66506.6666666667,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,329.38,114.37,"2013","6","Kenya",NA,84.304001,0.600977747808496,24858.4,NA
"43","2013-7-Kenya",73704.4444444444,73885.7142857143,59824,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,312.5,110.09,"2013","7","Kenya",NA,86,0.602242076871207,23156.4,4500
"44","2013-8-Kenya",71800,67840,57840,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,310.63,107.5,"2013","8","Kenya",NA,86.105003,0.604012137559002,25557.6,7000
"45","2013-9-Kenya",71820,71820,65900,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,301,107.52,"2013","9","Kenya",NA,84.918999,0.614885367498314,27259.6,22000
"46","2013-10-Kenya",73040,69440,56260,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,296.88,109.03,"2013","10","Kenya",NA,83.922997,0.614632501685772,28115.2,17400
"47","2013-11-Kenya",70240,68220,60240,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,305,108.65,"2013","11","Kenya",NA,85.153999,0.616318273769386,27517.2,16200
"48","2013-12-Kenya",71880,62580,58590,9.29394635969954,6598.15916891412,1,0,61671.463703,-1.03594160079956,0.425203304001689,14,305,117.45,"2013","12","Kenya",NA,86.400002,0.619352663519892,25557.6,84915
"49","2014-1-Kenya",70715,63165,55956,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,330,123.48,"2014","1","Kenya",NA,85.015999,0.626011463250169,NA,NA
"50","2014-2-Kenya",72842.2222222222,68153.3333333333,60000,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,353.13,137.61,"2014","2","Kenya",NA,86.400002,0.628371544167229,NA,26350
"51","2014-3-Kenya",69572.5,68280,55565,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,327.5,122.17,"2014","3","Kenya",107.242,84.950996,0.631237356709373,NA,NA
"52","2014-4-Kenya",69830,65342.8571428571,54723.3333333333,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,260,118.66,"2014","4","Kenya",106.41,85.582001,0.638064733648011,NA,NA
"53","2014-5-Kenya",NA,65590,52690,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,265,114.95,"2014","5","Kenya",106.33,86.247002,0.644554956169926,NA,NA
"54","2014-6-Kenya",66894.2857142857,66700,52224,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,288.75,112.86,"2014","6","Kenya",106.81,86.193001,0.645482130815914,NA,NA
"55","2014-7-Kenya",65316,64780,51088,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,305,103.07,"2014","7","Kenya",106.8,86.308998,0.648432231962239,NA,NA
"56","2014-8-Kenya",67556,61988,53150,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,311.25,101.28,"2014","8","Kenya",105.89,86.920998,0.65450101146325,NA,NA
"57","2014-9-Kenya",64917.1428571429,62040,53220,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,317.5,101.76,"2014","9","Kenya",104.678,87.654999,0.655512474713419,NA,NA
"58","2014-10-Kenya",64960,62587.5,55572,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,317.5,103.02,"2014","10","Kenya",103.585,88.612,0.654079568442346,NA,NA
"59","2014-11-Kenya",64200,60255,53720,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,317.5,102.66,"2014","11","Kenya",99.67,89.158997,0.653826702629804,NA,NA
"60","2014-12-Kenya",63630,60120,53106.6666666667,8.24907899217324,7873.69083236248,0,1,68285.825097,-0.938904762268066,0.571494050268072,7,308.13,99,"2014","12","Kenya",95.136,90.5,0.656608226567768,NA,65962
"61","2015-1-Kenya",65368.5714285714,60590,54016.6666666667,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,305,91.06,"2015","1","Kenya",89.195,89.845001,0.660654079568442,NA,69294
"62","2015-2-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,305,83.52,"2015","2","Kenya",83.495,91.300003,0.663604180714767,NA,NA
"63","2015-3-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,295.5,82.16,"2015","3","Kenya",78.038,90.470001,0.671105866486851,NA,NA
"64","2015-4-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,260,70.94,"2015","4","Kenya",78.95,94.580002,0.683243425488874,NA,NA
"65","2015-5-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,265,72.57,"2015","5","Kenya",80.52,95.959,0.688806473364801,NA,27796
"66","2015-6-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,288.75,71.55,"2015","6","Kenya",83.825,97.594002,0.690829399865138,NA,16549
"67","2015-7-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,283.75,72.62,"2015","7","Kenya",86.033,100.57,0.691335131490223,NA,NA
"68","2015-8-Kenya",NA,NA,NA,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,274.63,70.37,"2015","8","Kenya",85.932,102.059998,0.692768037761295,NA,NA
"69","2015-9-Kenya",69157.8947368421,70307.6923076923,54625,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,279.38,68.96,"2015","9","Kenya",82.931,102.910004,0.69462238705327,NA,NA
"70","2015-10-Kenya",70944.4444444444,71428.5714285714,55666.6666666667,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,250.63,63.61,"2015","10","Kenya",83.313,101.949997,0.69807821982468,NA,11000
"71","2015-11-Kenya",71578.9473684211,71714.2857142857,56421.0526315789,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,263.63,57.83,"2015","11","Kenya",82.87,100.309998,0.70170262980445,NA,NA
"72","2015-12-Kenya",70850,71846.1538461538,56000,6.26880578270384,7514.22890705536,0,0,70120.543426,-1.03067374229431,0.733705501644048,15,264,53.71,"2015","12","Kenya",80.899,101.230003,0.709204315576534,NA,NA
"73","2016-1-Kenya",70444.4444444444,67714.2857142857,56117.6470588235,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,233.88,54.22,"2016","1","Kenya",79.712,101.699997,0.711985839514498,NA,34100
"74","2016-2-Kenya",70857.1428571429,67000,56500,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,191.88,48.43,"2016","2","Kenya",73.525,100.050003,0.709035738368173,NA,16500
"75","2016-3-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,201.75,44.49,"2016","3","Kenya",68.374,99.692001,0.714345920431558,NA,37000
"76","2016-4-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,196.25,46.63,"2016","4","Kenya",68.093,99.321999,0.71931894807822,NA,66435
"77","2016-5-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,198.38,48.17,"2016","5","Kenya",70.836,98.992996,0.723280512474713,NA,5500
"78","2016-6-Kenya",65333.3333333333,63250,50454.5454545454,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,142.63,58.11,"2016","6","Kenya",74.169,100.080002,0.730866486850978,NA,13191
"79","2016-7-Kenya",65428.5714285714,64133.3333333333,49277.7777777778,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,181,60.66,"2016","7","Kenya",80.6,99.536003,0.735502360080917,NA,NA
"80","2016-8-Kenya",66363.6363636364,63083.3333333333,50500,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,186.25,57.97,"2016","8","Kenya",86.113,99.439003,0.736092380310182,NA,NA
"81","2016-9-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,187.3,61.38,"2016","9","Kenya",85.596,99.522003,0.738621038435603,NA,17570
"82","2016-10-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,187.5,66.37,"2016","10","Kenya",84.37,99.777,0.743256911665543,NA,NA
"83","2016-11-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,205,62.58,"2016","11","Kenya",84.275,99.907997,0.748567093728928,NA,5500
"84","2016-12-Kenya",NA,NA,NA,10.1181287134987,7553.1973726237,0,0,74815.138871,-0.913663983345032,0.753922123867555,14,217.75,74.42,"2016","12","Kenya",86.808,101.470001,0.754214430209036,NA,6500
"85","2017-1-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,233.75,74.26,"2017","1","Kenya",87.54,101.93,0.7618004045853,NA,52300
"86","2017-2-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,191.88,68.75,"2017","2","Kenya",88.858,101.010002,0.774865138233311,NA,33000
"87","2017-3-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,223.5,64.42,"2017","3","Kenya",91.953,101.57,0.787845583277141,NA,54448
"88","2017-4-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,207.88,67.18,"2017","4","Kenya",91.697,101.389999,0.80192178017532,NA,NA
"89","2017-5-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,178.75,68.16,"2017","5","Kenya",90.445,101.550003,0.807906271072151,NA,35400
"90","2017-6-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,191,64.96,"2017","6","Kenya",89.683,102.239998,0.798213081591369,NA,NA
"91","2017-7-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,181,65.75,"2017","7","Kenya",87.636,102.209999,0.790458530006743,NA,31500
"92","2017-8-Kenya",NA,NA,NA,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,192.63,67,"2017","8","Kenya",87.639,101.220001,0.795347269049224,NA,NA
"93","2017-9-Kenya",61638.0952380952,61852.9411764706,48333.3333333333,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,219,70.17,"2017","9","Kenya",88.486,102.599998,0.790795684423466,NA,27500
"94","2017-10-Kenya",62700,62875,48800,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,252.5,69.77,"2017","10","Kenya",90.092,101.970001,0.785738368172623,NA,16700
"95","2017-11-Kenya",62909.0909090909,61900,49476.1904761905,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,280,73.88,"2017","11","Kenya",92.674,101.370003,0.783968307484828,NA,NA
"96","2017-12-Kenya",62909.0909090909,61900,49476.1904761905,5.65674761585907,7324.64216333911,1,0,82035.78793,-0.975330948829651,0.694479936599023,11,214.63,73.29,"2017","12","Kenya",94.537,101.800003,0.788182737693864,NA,NA
"97","2018-1-Kenya",62636.3636363636,62533.3333333333,49526.3157894737,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,219.63,84.82,"2018","1","Kenya",95.983,100.690002,0.798550236008092,NA,72264
"98","2018-2-Kenya",64181.8181818182,63428.5714285714,50727.2727272727,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,232.5,71.03,"2018","2","Kenya",98,99.662003,0.809423465947404,NA,NA
"99","2018-3-Kenya",63833.3333333333,63000,49958.3333333333,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,232.5,71.46,"2018","3","Kenya",99.517,99.323997,0.82071813890762,NA,62684
"100","2018-4-Kenya",62000,61125,48318.1818181818,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,230.63,73.52,"2018","4","Kenya",99.965,98.750999,0.831759946055293,NA,44805
"101","2018-5-Kenya",61782.6086956522,61125,48318.1818181818,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,221.88,76.51,"2018","5","Kenya",100.548,99.833,0.839767363452461,NA,NA
"102","2018-6-Kenya",61000,59647.0588235294,48109.0909090909,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,224,78.34,"2018","6","Kenya",103.221,99.373001,0.832349966284558,NA,NA
"103","2018-7-Kenya",61086.9565217391,59000,50272.7272727273,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,252.5,77.5,"2018","7","Kenya",105.487,99.599998,0.824848280512475,NA,NA
"104","2018-8-Kenya",61250,59833.3333333333,50117.6470588235,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,260,81.71,"2018","8","Kenya",105.298,99.699997,0.827461227242077,NA,NA
"105","2018-9-Kenya",62956.5217391304,60529.4117647059,49545.4545454546,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,267.5,89.17,"2018","9","Kenya",111.095,99.769997,0.835890087660148,NA,NA
"106","2018-10-Kenya",67470.5882352941,60687.5,50636.3636363636,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,270,89.57,"2018","10","Kenya",113.745,100.839996,0.829231287929872,NA,36500
"107","2018-11-Kenya",67500,61357.1428571429,52150,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,305.6,97.36,"2018","11","Kenya",112.362,101.5,0.827714093054619,NA,20000
"108","2018-12-Kenya",67000,61357.1428571429,56157.8947368421,8.48796047494691,8163.61181622987,0,1,92202.979941,-0.862696051597595,0.933208901340434,7,276.67,94.41,"2018","12","Kenya",112.781,100.900002,0.833192852326365,NA,NA
"109","2019-1-Kenya",65350,60250,55833.3333333333,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,260,80.06,"2019","1","Kenya",108.344,99.75,0.83605866486851,NA,31900
"110","2019-2-Kenya",65894.7368421053,60416.6666666667,56000,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,250.63,69.55,"2019","2","Kenya",100.201,99.18,0.842886041807148,NA,NA
"111","2019-3-Kenya",67047.6190476191,60750,56666.6666666667,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,247.5,67.91,"2019","3","Kenya",96.594,99.830002,0.855866486850978,NA,107121
"112","2019-4-Kenya",66571.4285714286,60000,55785.7142857143,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,247.5,62.49,"2019","4","Kenya",101.739,100.449997,0.862609575185435,NA,36800
"113","2019-5-Kenya",66571.4285714286,60000,55785.7142857143,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,247.5,59.42,"2019","5","Kenya",104.884,100.129997,0.86909979770735,NA,NA
"114","2019-6-Kenya",66571.4285714286,60000,55785.7142857143,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,247.5,52.96,"2019","6","Kenya",105.004,101.349998,0.872555630478759,NA,9000
"115","2019-7-Kenya",66571.4285714286,60000,55785.7142857143,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,263.5,52.73,"2019","7","Kenya",104.526,102.410004,0.875168577208361,NA,NA
"116","2019-8-Kenya",62800,58800,50833.3333333333,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,262.5,51.85,"2019","8","Kenya",102.536,102.610001,0.876938637896156,NA,25850
"117","2019-9-Kenya",66800,61500,51000,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,237.75,58.19,"2019","9","Kenya",100.896,102.910004,0.878287255563048,NA,NA
"118","2019-10-Kenya",62800,63714.2857142857,50000,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,237,59.12,"2019","10","Kenya",100.896,101.385094,0.881153068105192,NA,26400
"119","2019-11-Kenya",61000,58750,49750,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,224.5,63.47,"2019","11","Kenya",100.896,100.779556,0.886463250168577,NA,34350
"120","2019-12-Kenya",60000,58750,48500,7.83110074767406,9114.89220521186,0,0,100378.435824,-0.807418882846832,1,11,217.5,56.01,"2019","12","Kenya",103.856,100.440002,0.892784895482131,NA,NA
"121","2020-1-Kenya",62571.4285714286,61000,52857.1428571429,6.7146344090674,8296.12889890541,1,0,100666.561429,-0.876583576202393,1,9,215.4,48.63,"2020","1","Kenya",103.89,99.599998,0.897757923128793,NA,61614
"122","2020-2-Kenya",57357.1428571429,58750,50666.6666666667,6.7146344090674,8296.12889890541,1,0,100666.561429,-0.876583576202393,1,9,214.38,43.79,"2020","2","Kenya",104.601,99.336746,0.90332097100472,NA,25053
"123","2020-3-Kenya",60750,59571.4285714286,55000,6.7146344090674,8296.12889890541,1,0,100666.561429,-0.876583576202393,1,9,231.13,41.61,"2020","3","Kenya",103.636,102.883163,0.905849629130142,NA,76700
